Gene,Sex,Control,Driver,Total grooming time,Rep
CG31221,male,KK,medium,38.5,9
CG31221,male,KK,medium,81.4,10
CG31221,male,KK,medium,52.2,11
CG31221,male,KK,medium,24.8,12
CG31221,male,KK,medium,43.3,13
CG31221,male,KK,medium,57.1,14
CG31221,male,KK,medium,27.5,15
CG31221,male,KK,medium,41.3,16
CG31221,male,KK,medium,25.7,17
CG31221,male,KK,medium,4.3,18
CG31221,male,KK,medium,27.9,19
CG31221,male,KK,medium,0,20
CG6767,female,KK,medium,76.5,1
CG6767,female,KK,medium,13,2
CG6767,female,KK,medium,107.9,3
CG6767,female,KK,medium,18.4,4
CG6767,female,KK,medium,26.9,5
CG6767,female,KK,medium,24.7,6
CG6767,female,KK,medium,9.8,7
CG6767,female,KK,medium,5.8,8
CG6767,female,KK,medium,33.9,9
CG6767,female,KK,medium,5.5,10
CG6767,female,KK,medium,12.4,11
CG6767,female,KK,medium,75.5,12
CG6767,female,KK,medium,31.4,13
CG6767,female,KK,medium,0,14
CG6767,female,KK,medium,0,15
CG6767,female,KK,medium,0,16
CG6767,female,KK,medium,0,17
CG6767,female,KK,medium,0,18
CG6767,female,KK,medium,0,19
CG6767,female,KK,medium,0,20
CG6767,male,KK,medium,3.3,1
CG6767,male,KK,medium,13.2,2
CG6767,male,KK,medium,14.3,3
CG6767,male,KK,medium,90.4,4
CG6767,male,KK,medium,16.8,5
CG6767,male,KK,medium,64.7,6
CG6767,male,KK,medium,21.2,7
CG6767,male,KK,medium,56.1,8
CG6767,male,KK,medium,27,9
CG6767,male,KK,medium,103.3,10
CG6767,male,KK,medium,9.6,11
CG6767,male,KK,medium,13.2,12
CG6767,male,KK,medium,59,13
CG6767,male,KK,medium,41.4,14
CG6767,male,KK,medium,60.5,15
CG6767,male,KK,medium,49.2,16
CG6767,male,KK,medium,7.5,17
CG6767,male,KK,medium,29.1,18
CG6767,male,KK,medium,0,19
CG6767,male,KK,medium,0,20
for,female,KK,medium,60.6,1
for,female,KK,medium,53.6,2
for,female,KK,medium,64.3,3
for,female,KK,medium,35.2,4
for,female,KK,medium,43.2,5
for,female,KK,medium,60.4,6
for,female,KK,medium,22.7,7
for,female,KK,medium,39.3,8
for,female,KK,medium,61.9,9
for,female,KK,medium,67.2,10
for,female,KK,medium,20.8,11
for,female,KK,medium,47.7,12
for,female,KK,medium,55.5,13
for,female,KK,medium,53.1,14
for,female,KK,medium,55.8,15
for,female,KK,medium,46.3,16
for,female,KK,medium,30,17
for,female,KK,medium,62.5,18
for,female,KK,medium,77.8,19
for,female,KK,medium,97.7,20
for,male,KK,medium,13.2,1
for,male,KK,medium,31.7,2
for,male,KK,medium,91.2,3
for,male,KK,medium,33.5,4
for,male,KK,medium,27.8,5
for,male,KK,medium,42.1,6
for,male,KK,medium,32.3,7
for,male,KK,medium,48.8,8
for,male,KK,medium,57.4,9
for,male,KK,medium,61.1,10
for,male,KK,medium,51.3,11
for,male,KK,medium,51.4,12
for,male,KK,medium,59.4,13
for,male,KK,medium,38.6,14
for,male,KK,medium,32.9,15
for,male,KK,medium,40.4,16
for,male,KK,medium,33.9,17
for,male,KK,medium,47.1,18
for,male,KK,medium,71.6,19
for,male,KK,medium,27.7,20
Ptp99A,female,KK,medium,103.4,1
Ptp99A,female,KK,medium,12.7,2
Ptp99A,female,KK,medium,29.9,3
Ptp99A,female,KK,medium,112.4,4
Ptp99A,female,KK,medium,100,5
Ptp99A,female,KK,medium,58.8,6
Ptp99A,female,KK,medium,90.3,7
Ptp99A,female,KK,medium,49.3,8
Ptp99A,female,KK,medium,38.4,9
Ptp99A,female,KK,medium,102.6,10
Ptp99A,female,KK,medium,0,11
Ptp99A,female,KK,medium,0,12
Ptp99A,female,KK,medium,0,13
Ptp99A,female,KK,medium,0,14
Ptp99A,male,KK,medium,12.3,1
Ptp99A,male,KK,medium,139.2,2
Ptp99A,male,KK,medium,23.5,3
Ptp99A,male,KK,medium,89.3,4
Ptp99A,male,KK,medium,64.3,5
Ptp99A,male,KK,medium,3.1,6
Ptp99A,male,KK,medium,32.8,7
Ptp99A,male,KK,medium,58.3,8
Ptp99A,male,KK,medium,41.6,9
Ptp99A,male,KK,medium,51.5,10
Ptp99A,male,KK,medium,9,11
Ptp99A,male,KK,medium,10.9,12
Ptp99A,male,KK,medium,65.9,13
Ptp99A,male,KK,medium,21.4,14
Ptp99A,male,KK,medium,75.4,15
Ptp99A,male,KK,medium,63.4,16
Ptp99A,male,KK,medium,66.4,17
Ptp99A,male,KK,medium,140.4,18
Ptp99A,male,KK,medium,35.3,19
Ptp99A,male,KK,medium,12.5,20
Ptp99A,male,KK,medium,0,21
Ptp99A,male,KK,medium,0,22
CG17839,female,KK,medium,62.7,1
CG17839,female,KK,medium,55.9,2
CG17839,female,KK,medium,60.9,3
CG17839,female,KK,medium,38.9,4
CG17839,female,KK,medium,50.6,5
CG17839,female,KK,medium,60,6
CG17839,female,KK,medium,41.2,7
CG17839,female,KK,medium,31.7,8
CG17839,female,KK,medium,49.1,9
CG17839,female,KK,medium,39.5,10
CG17839,female,KK,medium,44.3,11
CG17839,female,KK,medium,66.1,12
CG17839,female,KK,medium,24,13
CG17839,female,KK,medium,20.6,14
CG17839,female,KK,medium,62.1,15
CG17839,female,KK,medium,47.1,16
CG17839,female,KK,medium,68.9,17
CG17839,female,KK,medium,94.2,18
CG17839,female,KK,medium,9.2,19
CG17839,female,KK,medium,0,20
CG17839,male,KK,medium,14.1,1
CG17839,male,KK,medium,32.8,2
CG17839,male,KK,medium,58,3
CG17839,male,KK,medium,47.3,4
CG17839,male,KK,medium,37.5,5
CG17839,male,KK,medium,49.9,6
CG17839,male,KK,medium,48.5,7
CG17839,male,KK,medium,43.9,8
CG17839,male,KK,medium,76.4,9
CG17839,male,KK,medium,49.7,10
CG17839,male,KK,medium,42.6,11
CG17839,male,KK,medium,79.8,12
CG17839,male,KK,medium,38.5,13
CG17839,male,KK,medium,101.7,14
CG17839,male,KK,medium,28.5,15
CG17839,male,KK,medium,26.3,16
CG17839,male,KK,medium,142,17
CG17839,male,KK,medium,47.2,18
CG17839,male,KK,medium,0,19
CG17839,male,KK,medium,0,20
pnt,female,KK,medium,9,1
pnt,female,KK,medium,46.4,2
pnt,female,KK,medium,27.1,3
pnt,female,KK,medium,54.8,4
pnt,female,KK,medium,65.4,5
pnt,female,KK,medium,13.9,6
pnt,female,KK,medium,21.3,7
pnt,female,KK,medium,46.9,8
pnt,female,KK,medium,25.7,9
pnt,female,KK,medium,49.3,10
pnt,female,KK,medium,60.2,11
pnt,female,KK,medium,25.8,12
pnt,female,KK,medium,41.4,13
pnt,female,KK,medium,29.6,14
pnt,female,KK,medium,51.4,15
pnt,female,KK,medium,11.7,16
pnt,female,KK,medium,24.8,17
pnt,female,KK,medium,68.4,18
pnt,female,KK,medium,64.5,19
pnt,female,KK,medium,0,20
pnt,male,KK,medium,50,1
pnt,male,KK,medium,24.7,2
pnt,male,KK,medium,25.3,3
pnt,male,KK,medium,1.4,4
pnt,male,KK,medium,34.2,5
pnt,male,KK,medium,29.5,6
pnt,male,KK,medium,52,7
pnt,male,KK,medium,58.4,8
pnt,male,KK,medium,6.7,9
pnt,male,KK,medium,97.6,10
pnt,male,KK,medium,17.8,11
pnt,male,KK,medium,60,12
pnt,male,KK,medium,33.2,13
pnt,male,KK,medium,4.3,14
pnt,male,KK,medium,42.2,15
pnt,male,KK,medium,53.1,16
pnt,male,KK,medium,0,17
pnt,male,KK,medium,0,18
pnt,male,KK,medium,0,19
pnt,male,KK,medium,0,20
Ptp10D,female,KK,medium,60.7,1
Ptp10D,female,KK,medium,32.1,2
Ptp10D,female,KK,medium,12.2,3
Ptp10D,female,KK,medium,21.3,4
Ptp10D,female,KK,medium,3.2,5
Ptp10D,female,KK,medium,22.4,6
Ptp10D,female,KK,medium,28.7,7
Ptp10D,female,KK,medium,69.4,8
Ptp10D,female,KK,medium,21.3,9
Ptp10D,female,KK,medium,25.7,10
Ptp10D,female,KK,medium,52.3,11
Ptp10D,female,KK,medium,24.8,12
Ptp10D,female,KK,medium,34.7,13
Ptp10D,female,KK,medium,75.9,14
Ptp10D,female,KK,medium,77.1,15
Ptp10D,female,KK,medium,22.3,16
Ptp10D,female,KK,medium,67.1,17
Ptp10D,female,KK,medium,25.5,18
Ptp10D,female,KK,medium,39.3,19
Ptp10D,female,KK,medium,0,20
Ptp10D,male,KK,medium,21,1
Ptp10D,male,KK,medium,72.3,2
Ptp10D,male,KK,medium,22.3,3
Ptp10D,male,KK,medium,56.7,4
Ptp10D,male,KK,medium,68.2,5
Ptp10D,male,KK,medium,51.9,6
Ptp10D,male,KK,medium,17.5,7
Ptp10D,male,KK,medium,62.5,8
Ptp10D,male,KK,medium,53.9,9
Ptp10D,male,KK,medium,31.9,10
Ptp10D,male,KK,medium,23.4,11
Ptp10D,male,KK,medium,21.3,12
Ptp10D,male,KK,medium,9.7,13
Ptp10D,male,KK,medium,39.8,14
Ptp10D,male,KK,medium,6,15
Ptp10D,male,KK,medium,34,16
Ptp10D,male,KK,medium,8.1,17
Ptp10D,male,KK,medium,0,18
Ptp10D,male,KK,medium,0,19
Ptp10D,male,KK,medium,0,20
mtt,female,KK,medium,47.1,1
mtt,female,KK,medium,10.3,2
mtt,female,KK,medium,47.6,3
mtt,female,KK,medium,54.8,4
mtt,female,KK,medium,74.5,5
mtt,female,KK,medium,45.2,6
mtt,female,KK,medium,69,7
mtt,female,KK,medium,79.5,8
mtt,female,KK,medium,54,9
mtt,female,KK,medium,61.6,10
mtt,female,KK,medium,9.8,11
mtt,female,KK,medium,66.2,12
mtt,female,KK,medium,30.8,13
mtt,female,KK,medium,71.1,14
mtt,female,KK,medium,15.9,15
mtt,female,KK,medium,13.8,16
mtt,female,KK,medium,0,17
mtt,female,KK,medium,0,18
mtt,female,KK,medium,0,19
mtt,female,KK,medium,0,20
mtt,male,KK,medium,45.1,1
mtt,male,KK,medium,73.5,2
mtt,male,KK,medium,65.2,3
mtt,male,KK,medium,16.5,4
mtt,male,KK,medium,52.6,5
mtt,male,KK,medium,24,6
mtt,male,KK,medium,35,7
mtt,male,KK,medium,59.9,8
mtt,male,KK,medium,60.1,9
mtt,male,KK,medium,25.7,10
mtt,male,KK,medium,48.8,11
mtt,male,KK,medium,50.3,12
mtt,male,KK,medium,55,13
mtt,male,KK,medium,45.4,14
mtt,male,KK,medium,46.6,15
mtt,male,KK,medium,27.6,16
mtt,male,KK,medium,13.2,17
mtt,male,KK,medium,80.2,18
mtt,male,KK,medium,0,19
mtt,male,KK,medium,0,20
CG34401,female,KK,medium,8.1,1
CG34401,female,KK,medium,1.3,2
CG34401,female,KK,medium,0.2,3
CG34401,female,KK,medium,15.9,4
CG34401,female,KK,medium,43.2,5
CG34401,female,KK,medium,20.3,6
CG34401,female,KK,medium,20.4,7
CG34401,female,KK,medium,7.6,8
CG34401,female,KK,medium,9.4,9
CG34401,female,KK,medium,21.2,10
CG34401,female,KK,medium,11.5,11
CG34401,female,KK,medium,31.3,12
CG34401,female,KK,medium,2.3,13
CG34401,female,KK,medium,41.1,14
CG34401,female,KK,medium,0,15
CG34401,female,KK,medium,0,16
CG34401,female,KK,medium,0,17
CG34401,female,KK,medium,0,18
CG34401,female,KK,medium,0,19
CG34401,female,KK,medium,0,20
CG34401,male,KK,medium,20.1,1
CG34401,male,KK,medium,6.8,2
CG34401,male,KK,medium,41.3,3
CG34401,male,KK,medium,2.8,4
CG34401,male,KK,medium,50.4,5
CG34401,male,KK,medium,14,6
CG34401,male,KK,medium,76.2,7
CG34401,male,KK,medium,10.4,8
CG34401,male,KK,medium,18.9,9
CG34401,male,KK,medium,32.1,10
CG34401,male,KK,medium,45,11
CG34401,male,KK,medium,26.3,12
CG34401,male,KK,medium,7.4,13
CG34401,male,KK,medium,0,14
CG34401,male,KK,medium,0,15
CG34401,male,KK,medium,0,16
CG34401,male,KK,medium,0,17
CG34401,male,KK,medium,0,18
CG34401,male,KK,medium,0,19
CG34401,male,KK,medium,0,20
kirre,female,KK,medium,11.4,1
kirre,female,KK,medium,31.9,2
kirre,female,KK,medium,45.3,3
kirre,female,KK,medium,27.1,4
kirre,female,KK,medium,6.1,5
kirre,female,KK,medium,20.6,6
kirre,female,KK,medium,18.8,7
kirre,female,KK,medium,56.9,8
kirre,female,KK,medium,19.9,9
kirre,female,KK,medium,6.3,10
kirre,female,KK,medium,41.5,11
kirre,female,KK,medium,43.2,12
kirre,female,KK,medium,39.7,13
kirre,female,KK,medium,31.1,14
kirre,female,KK,medium,0,15
kirre,female,KK,medium,0,16
kirre,female,KK,medium,0,17
kirre,female,KK,medium,0,18
kirre,female,KK,medium,0,19
kirre,female,KK,medium,0,20
kirre,male,KK,medium,16.5,1
kirre,male,KK,medium,107.7,2
kirre,male,KK,medium,4,3
kirre,male,KK,medium,3.2,4
kirre,male,KK,medium,85,5
kirre,male,KK,medium,45.2,6
kirre,male,KK,medium,61.4,7
kirre,male,KK,medium,33.4,8
kirre,male,KK,medium,61.7,9
kirre,male,KK,medium,45.7,10
kirre,male,KK,medium,106.8,11
kirre,male,KK,medium,4.2,12
kirre,male,KK,medium,29.5,13
kirre,male,KK,medium,48.8,14
kirre,male,KK,medium,35.7,15
kirre,male,KK,medium,51.5,16
kirre,male,KK,medium,0,17
kirre,male,KK,medium,0,18
kirre,male,KK,medium,0,19
kirre,male,KK,medium,0,20
Gdh,female,KK,medium,104.2,1
Gdh,female,KK,medium,12.4,2
Gdh,female,KK,medium,3.5,3
Gdh,female,KK,medium,2.8,4
Gdh,female,KK,medium,8.9,5
Gdh,female,KK,medium,28.4,6
Gdh,female,KK,medium,38.3,7
Gdh,female,KK,medium,70.6,8
Gdh,female,KK,medium,7.7,9
Gdh,female,KK,medium,10.6,10
Gdh,female,KK,medium,7.9,11
Gdh,female,KK,medium,47.8,12
Gdh,female,KK,medium,48,13
Gdh,female,KK,medium,31.8,14
Gdh,female,KK,medium,3.2,15
Gdh,female,KK,medium,31.1,16
Gdh,female,KK,medium,0,17
Gdh,female,KK,medium,0,18
Gdh,female,KK,medium,0,19
Gdh,female,KK,medium,0,20
Gdh,male,KK,medium,37.7,1
Gdh,male,KK,medium,43.3,2
Gdh,male,KK,medium,16.5,3
Gdh,male,KK,medium,41.4,4
Gdh,male,KK,medium,31.6,5
Gdh,male,KK,medium,30,6
Gdh,male,KK,medium,22.6,7
Gdh,male,KK,medium,32.8,8
Gdh,male,KK,medium,23.9,9
Gdh,male,KK,medium,47.9,10
Gdh,male,KK,medium,61.3,11
Gdh,male,KK,medium,31.3,12
Gdh,male,KK,medium,4.4,13
Gdh,male,KK,medium,126.1,14
Gdh,male,KK,medium,0,15
Gdh,male,KK,medium,0,16
Gdh,male,KK,medium,0,17
Gdh,male,KK,medium,0,18
Gdh,male,KK,medium,0,19
Gdh,male,KK,medium,0,20
scat,female,KK,medium,32.6,1
scat,female,KK,medium,74.3,2
scat,female,KK,medium,15.6,3
scat,female,KK,medium,34.8,4
scat,female,KK,medium,47.2,5
scat,female,KK,medium,36.2,6
scat,female,KK,medium,33.2,7
scat,female,KK,medium,25.2,8
scat,female,KK,medium,46.7,9
scat,female,KK,medium,69.7,10
scat,female,KK,medium,36.8,11
scat,female,KK,medium,15.2,12
scat,female,KK,medium,58,13
scat,female,KK,medium,2.9,14
scat,female,KK,medium,5.8,15
scat,female,KK,medium,41.1,16
scat,female,KK,medium,5.8,17
scat,female,KK,medium,81.8,18
scat,female,KK,medium,41.9,19
scat,female,KK,medium,38.2,20
scat,male,KK,medium,37.2,1
scat,male,KK,medium,11.2,2
scat,male,KK,medium,54.2,3
scat,male,KK,medium,35.2,4
scat,male,KK,medium,34.1,5
scat,male,KK,medium,23.7,6
scat,male,KK,medium,26,7
scat,male,KK,medium,47.8,8
scat,male,KK,medium,20.3,9
scat,male,KK,medium,51.2,10
scat,male,KK,medium,46.4,11
scat,male,KK,medium,70,12
scat,male,KK,medium,12.3,13
scat,male,KK,medium,27.4,14
scat,male,KK,medium,32.9,15
scat,male,KK,medium,36.1,16
scat,male,KK,medium,23.4,17
scat,male,KK,medium,26.7,18
scat,male,KK,medium,4.4,19
scat,male,KK,medium,0,20
Control,female,GD,weak,38.1,1
Control,female,GD,weak,8.3,2
Control,female,GD,weak,81.7,3
Control,female,GD,weak,12,4
Control,female,GD,weak,22.9,5
Control,female,GD,weak,5.2,6
Control,female,GD,weak,18.5,7
Control,female,GD,weak,89,8
Control,female,GD,weak,60.4,9
Control,female,GD,weak,33.1,10
Control,female,GD,weak,17.8,11
Control,female,GD,weak,64.5,12
Control,female,GD,weak,32.6,13
Control,female,GD,weak,18.7,14
Control,female,GD,weak,23.9,15
Control,female,GD,weak,0,16
Control,female,GD,weak,0,17
Control,female,GD,weak,0,18
Control,female,GD,weak,0,19
Control,female,GD,weak,0,20
Control,male,GD,weak,2.1,1
Control,male,GD,weak,29.8,2
Control,male,GD,weak,34.9,3
Control,male,GD,weak,34.2,4
Control,male,GD,weak,24.7,5
Control,male,GD,weak,86.2,6
Control,male,GD,weak,4.1,7
Control,male,GD,weak,58,8
Control,male,GD,weak,28.4,9
Control,male,GD,weak,93.1,10
Control,male,GD,weak,50.8,11
Control,male,GD,weak,33,12
Control,male,GD,weak,6,13
Control,male,GD,weak,23,14
Control,male,GD,weak,11.6,15
Control,male,GD,weak,74.9,16
Control,male,GD,weak,42.3,17
Control,male,GD,weak,27.2,18
Control,male,GD,weak,47.4,19
Control,male,GD,weak,0,20
Control,female,KK,weak,67.3,1
Control,female,KK,weak,31.9,2
Control,female,KK,weak,77.7,3
Control,female,KK,weak,12.2,4
Control,female,KK,weak,28.6,5
Control,female,KK,weak,50.3,6
Control,female,KK,weak,42.2,7
Control,female,KK,weak,13.3,8
Control,female,KK,weak,36.4,9
Control,female,KK,weak,40.5,10
Control,female,KK,weak,8.6,11
Control,female,KK,weak,47.6,12
Control,female,KK,weak,51.8,13
Control,female,KK,weak,21.6,14
Control,female,KK,weak,48.4,15
Control,female,KK,weak,51,16
Control,female,KK,weak,41.7,17
Control,female,KK,weak,51.6,18
Control,female,KK,weak,0,19
Control,female,KK,weak,0,20
Control,male,KK,weak,37.7,1
Control,male,KK,weak,6,2
Control,male,KK,weak,72.4,3
Control,male,KK,weak,2.9,4
Control,male,KK,weak,14,5
Control,male,KK,weak,7.4,6
Control,male,KK,weak,4.4,7
Control,male,KK,weak,9,8
Control,male,KK,weak,7.5,9
Control,male,KK,weak,15.1,10
Control,male,KK,weak,2.7,11
Control,male,KK,weak,64.3,12
Control,male,KK,weak,16,13
Control,male,KK,weak,88.1,14
Control,male,KK,weak,26.5,15
Control,male,KK,weak,48.4,16
Control,male,KK,weak,17.3,17
Control,male,KK,weak,38.4,18
Control,male,KK,weak,27.5,19
Control,male,KK,weak,4.1,20
PGRP-LA,female,KK,weak,36.8,1
PGRP-LA,female,KK,weak,3.9,2
PGRP-LA,female,KK,weak,116.1,3
PGRP-LA,female,KK,weak,29.4,4
PGRP-LA,female,KK,weak,13.1,5
PGRP-LA,female,KK,weak,40.7,6
PGRP-LA,female,KK,weak,37.7,7
PGRP-LA,female,KK,weak,1.7,8
PGRP-LA,female,KK,weak,4.3,9
PGRP-LA,female,KK,weak,70.4,10
PGRP-LA,female,KK,weak,14.9,11
PGRP-LA,female,KK,weak,25.7,12
PGRP-LA,female,KK,weak,71.4,13
PGRP-LA,female,KK,weak,23.4,14
PGRP-LA,female,KK,weak,0,15
PGRP-LA,female,KK,weak,0,16
PGRP-LA,female,KK,weak,0,17
PGRP-LA,female,KK,weak,0,18
PGRP-LA,female,KK,weak,0,19
PGRP-LA,female,KK,weak,0,20
PGRP-LA,male,KK,weak,50,1
PGRP-LA,male,KK,weak,26.9,2
PGRP-LA,male,KK,weak,4.1,3
PGRP-LA,male,KK,weak,36.6,4
PGRP-LA,male,KK,weak,94.2,5
PGRP-LA,male,KK,weak,15.6,6
PGRP-LA,male,KK,weak,13.2,7
PGRP-LA,male,KK,weak,77.2,8
PGRP-LA,male,KK,weak,14.2,9
PGRP-LA,male,KK,weak,6,10
PGRP-LA,male,KK,weak,25.9,11
PGRP-LA,male,KK,weak,18,12
PGRP-LA,male,KK,weak,22.9,13
PGRP-LA,male,KK,weak,60.1,14
PGRP-LA,male,KK,weak,47.6,15
PGRP-LA,male,KK,weak,54.9,16
PGRP-LA,male,KK,weak,44.3,17
PGRP-LA,male,KK,weak,22.1,18
PGRP-LA,male,KK,weak,0,19
PGRP-LA,male,KK,weak,0,20
pxn,female,KK,weak,68.5,1
pxn,female,KK,weak,2,2
pxn,female,KK,weak,77.1,3
pxn,female,KK,weak,60,4
pxn,female,KK,weak,62.1,5
pxn,female,KK,weak,29,6
pxn,female,KK,weak,11.9,7
pxn,female,KK,weak,1.4,8
pxn,female,KK,weak,14.2,9
pxn,female,KK,weak,76.7,10
pxn,female,KK,weak,83.4,11
pxn,female,KK,weak,39.2,12
pxn,female,KK,weak,20.2,13
pxn,female,KK,weak,33,14
pxn,female,KK,weak,15.9,15
pxn,female,KK,weak,58.4,16
pxn,female,KK,weak,0,17
pxn,female,KK,weak,0,18
pxn,female,KK,weak,0,19
pxn,female,KK,weak,0,20
pxn,male,KK,weak,31.1,1
pxn,male,KK,weak,41.2,2
pxn,male,KK,weak,46.1,3
pxn,male,KK,weak,40.6,4
pxn,male,KK,weak,68.3,5
pxn,male,KK,weak,8.1,6
pxn,male,KK,weak,16.8,7
pxn,male,KK,weak,69.1,8
pxn,male,KK,weak,33.2,9
pxn,male,KK,weak,9.2,10
pxn,male,KK,weak,45.8,11
pxn,male,KK,weak,79,12
pxn,male,KK,weak,41.8,13
pxn,male,KK,weak,30.2,14
pxn,male,KK,weak,37.2,15
pxn,male,KK,weak,23.9,16
pxn,male,KK,weak,49.2,17
pxn,male,KK,weak,90.9,18
pxn,male,KK,weak,17.6,19
pxn,male,KK,weak,33.8,20
Smg5,female,KK,weak,23,1
Smg5,female,KK,weak,57.9,2
Smg5,female,KK,weak,106.8,3
Smg5,female,KK,weak,26,4
Smg5,female,KK,weak,68.6,5
Smg5,female,KK,weak,3.3,6
Smg5,female,KK,weak,15.3,7
Smg5,female,KK,weak,23.7,8
Smg5,female,KK,weak,29.7,9
Smg5,female,KK,weak,23.2,10
Smg5,female,KK,weak,63.2,11
Smg5,female,KK,weak,3.7,12
Smg5,female,KK,weak,48.4,13
Smg5,female,KK,weak,0,14
Smg5,female,KK,weak,0,15
Smg5,female,KK,weak,0,16
Smg5,female,KK,weak,0,17
Smg5,female,KK,weak,0,18
Smg5,female,KK,weak,0,19
Smg5,female,KK,weak,0,20
Smg5,male,KK,weak,81.7,1
Smg5,male,KK,weak,65.9,2
Smg5,male,KK,weak,36.5,3
Smg5,male,KK,weak,106.4,4
Smg5,male,KK,weak,90.3,5
Smg5,male,KK,weak,54,6
Smg5,male,KK,weak,79.6,7
Smg5,male,KK,weak,55,8
Smg5,male,KK,weak,61,9
Smg5,male,KK,weak,23.9,10
Smg5,male,KK,weak,22.2,11
Smg5,male,KK,weak,19.2,12
Smg5,male,KK,weak,0,13
Smg5,male,KK,weak,0,14
Smg5,male,KK,weak,0,15
Smg5,male,KK,weak,0,16
Smg5,male,KK,weak,0,17
Smg5,male,KK,weak,0,18
Smg5,male,KK,weak,0,19
Smg5,male,KK,weak,0,20
Lrch,female,KK,weak,48.4,1
Lrch,female,KK,weak,139.1,2
Lrch,female,KK,weak,23.8,3
Lrch,female,KK,weak,86.6,4
Lrch,female,KK,weak,167.8,5
Lrch,female,KK,weak,4.3,6
Lrch,female,KK,weak,18.2,7
Lrch,female,KK,weak,50.7,8
Lrch,female,KK,weak,99.5,9
Lrch,female,KK,weak,24.2,10
Lrch,female,KK,weak,54.6,11
Lrch,female,KK,weak,88.1,12
Lrch,female,KK,weak,57.6,13
Lrch,female,KK,weak,90,14
Lrch,female,KK,weak,44.6,15
Lrch,female,KK,weak,59.2,16
Lrch,female,KK,weak,2.8,17
Lrch,female,KK,weak,76.2,18
Lrch,female,KK,weak,85.3,19
Lrch,female,KK,weak,39.9,20
Lrch,male,KK,weak,96.2,1
Lrch,male,KK,weak,42.8,2
Lrch,male,KK,weak,40.3,3
Lrch,male,KK,weak,15,4
Lrch,male,KK,weak,15.7,5
Lrch,male,KK,weak,13.9,6
Lrch,male,KK,weak,6.7,7
Lrch,male,KK,weak,64.9,8
Lrch,male,KK,weak,46.3,9
Lrch,male,KK,weak,70,10
Lrch,male,KK,weak,58.5,11
Lrch,male,KK,weak,49,12
Lrch,male,KK,weak,73.5,13
Lrch,male,KK,weak,75.9,14
Lrch,male,KK,weak,0,15
Lrch,male,KK,weak,0,16
Lrch,male,KK,weak,0,17
Lrch,male,KK,weak,0,18
Lrch,male,KK,weak,0,19
Lrch,male,KK,weak,0,20
Trf2,female,GD,weak,34.3,1
Trf2,female,GD,weak,56.6,2
Trf2,female,GD,weak,93.1,3
Trf2,female,GD,weak,126.4,4
Trf2,female,GD,weak,15,5
Trf2,female,GD,weak,26.5,6
Trf2,female,GD,weak,74.7,7
Trf2,female,GD,weak,72.2,8
Trf2,female,GD,weak,40.7,9
Trf2,female,GD,weak,24.9,10
Trf2,female,GD,weak,40.8,11
Trf2,female,GD,weak,63.8,12
Trf2,female,GD,weak,75.9,13
Trf2,female,GD,weak,93.4,14
Trf2,female,GD,weak,61,15
Trf2,female,GD,weak,23.2,16
