Gene,Sex,Control,Driver,Total grooming time,Rep
CG33926,male,KK,weak,22.1,13
CG33926,male,KK,weak,23.7,14
CG33926,male,KK,weak,20.2,15
CG33926,male,KK,weak,0,16
CG33926,male,KK,weak,0,17
CG33926,male,KK,weak,0,18
CG33926,male,KK,weak,0,19
CG33926,male,KK,weak,0,20
scat,female,KK,weak,26,1
scat,female,KK,weak,22.3,2
scat,female,KK,weak,19.4,3
scat,female,KK,weak,3.5,4
scat,female,KK,weak,68.5,5
scat,female,KK,weak,23.8,6
scat,female,KK,weak,4,7
scat,female,KK,weak,38.6,8
scat,female,KK,weak,20.5,9
scat,female,KK,weak,13.4,10
scat,female,KK,weak,0,11
scat,female,KK,weak,0,12
scat,female,KK,weak,0,13
scat,female,KK,weak,0,14
scat,female,KK,weak,0,15
scat,female,KK,weak,0,16
scat,female,KK,weak,0,17
scat,female,KK,weak,0,18
scat,female,KK,weak,0,19
scat,female,KK,weak,0,20
scat,male,KK,weak,62.4,1
scat,male,KK,weak,78.3,2
scat,male,KK,weak,42.1,3
scat,male,KK,weak,2,4
scat,male,KK,weak,17.3,5
scat,male,KK,weak,37.4,6
scat,male,KK,weak,2.2,7
scat,male,KK,weak,44.2,8
scat,male,KK,weak,59,9
scat,male,KK,weak,0,10
scat,male,KK,weak,0,11
scat,male,KK,weak,0,12
scat,male,KK,weak,0,13
scat,male,KK,weak,0,14
scat,male,KK,weak,0,15
scat,male,KK,weak,0,16
scat,male,KK,weak,0,17
scat,male,KK,weak,0,18
scat,male,KK,weak,0,19
scat,male,KK,weak,0,20
Control,female,GD,strong,34.2,1
Control,female,GD,strong,5.8,2
Control,female,GD,strong,16.8,3
Control,female,GD,strong,4.7,4
Control,female,GD,strong,32.6,5
Control,female,GD,strong,50.6,6
Control,female,GD,strong,28.7,7
Control,female,GD,strong,42.9,8
Control,female,GD,strong,18.9,9
Control,female,GD,strong,32.1,10
Control,female,GD,strong,50.7,11
Control,female,GD,strong,81.3,12
Control,female,GD,strong,14.5,13
Control,female,GD,strong,14.3,14
Control,female,GD,strong,32.1,15
Control,female,GD,strong,38.9,16
Control,female,GD,strong,0,17
Control,female,GD,strong,0,18
Control,female,GD,strong,0,19
Control,female,GD,strong,0,20
Control,male,GD,strong,45.4,21
Control,male,GD,strong,60.8,22
Control,male,GD,strong,24.2,23
Control,male,GD,strong,53.8,24
Control,male,GD,strong,13.7,25
Control,male,GD,strong,32.1,26
Control,male,GD,strong,35.9,27
Control,male,GD,strong,9,28
Control,male,GD,strong,54,29
Control,male,GD,strong,29.9,30
Control,male,GD,strong,11.5,31
Control,male,GD,strong,44.5,32
Control,male,GD,strong,48.5,33
Control,male,GD,strong,9.3,34
Control,male,GD,strong,29.2,35
Control,male,GD,strong,2.9,36
Control,male,GD,strong,11.5,37
Control,male,GD,strong,20.8,38
Control,male,GD,strong,50,39
Control,male,GD,strong,0,40
GEFmeso,male,GD,strong,79.9,1
GEFmeso,male,GD,strong,63.1,2
GEFmeso,male,GD,strong,62.2,3
GEFmeso,male,GD,strong,57.4,4
GEFmeso,male,GD,strong,54.3,5
GEFmeso,male,GD,strong,81.3,6
GEFmeso,male,GD,strong,25.8,7
GEFmeso,male,GD,strong,25.4,8
GEFmeso,male,GD,strong,103.5,9
GEFmeso,male,GD,strong,56.4,10
GEFmeso,male,GD,strong,108.8,11
GEFmeso,male,GD,strong,107.2,12
GEFmeso,male,GD,strong,50.5,13
GEFmeso,male,GD,strong,56.2,14
GEFmeso,male,GD,strong,52.6,15
GEFmeso,male,GD,strong,8.3,16
GEFmeso,male,GD,strong,5.7,17
GEFmeso,male,GD,strong,67,18
GEFmeso,male,GD,strong,32.6,19
GEFmeso,male,GD,strong,0,20
GEFmeso,female,GD,strong,87.8,1
GEFmeso,female,GD,strong,86.8,2
GEFmeso,female,GD,strong,68.2,3
GEFmeso,female,GD,strong,67.8,4
GEFmeso,female,GD,strong,11.8,5
GEFmeso,female,GD,strong,26.3,6
GEFmeso,female,GD,strong,16.2,7
GEFmeso,female,GD,strong,78.7,8
GEFmeso,female,GD,strong,41.4,9
GEFmeso,female,GD,strong,97.4,10
GEFmeso,female,GD,strong,58.4,11
GEFmeso,female,GD,strong,26.8,12
GEFmeso,female,GD,strong,51.8,13
GEFmeso,female,GD,strong,86.8,14
GEFmeso,female,GD,strong,29.1,15
GEFmeso,female,GD,strong,92.1,16
GEFmeso,female,GD,strong,0,17
GEFmeso,female,GD,strong,0,18
GEFmeso,female,GD,strong,0,19
GEFmeso,female,GD,strong,0,20
Control,female,KK,strong,17.8,1
Control,female,KK,strong,35.2,2
Control,female,KK,strong,43.6,3
Control,female,KK,strong,22.2,4
Control,female,KK,strong,1,5
Control,female,KK,strong,14.6,6
Control,female,KK,strong,50.4,7
Control,female,KK,strong,15.8,8
Control,female,KK,strong,74.9,9
Control,female,KK,strong,48.3,10
Control,female,KK,strong,53.4,11
Control,female,KK,strong,79.6,12
Control,female,KK,strong,60.2,13
Control,female,KK,strong,57.6,14
Control,female,KK,strong,55.2,15
Control,female,KK,strong,32,16
Control,female,KK,strong,0,17
Control,female,KK,strong,0,18
Control,female,KK,strong,0,19
Control,female,KK,strong,0,20
Control,male,KK,strong,43.8,1
Control,male,KK,strong,32.1,2
Control,male,KK,strong,11.3,3
Control,male,KK,strong,24.2,4
Control,male,KK,strong,35.7,5
Control,male,KK,strong,57.6,6
Control,male,KK,strong,31.8,7
Control,male,KK,strong,45.3,8
Control,male,KK,strong,67.4,9
Control,male,KK,strong,48.4,10
Control,male,KK,strong,37.1,11
Control,male,KK,strong,68.7,12
Control,male,KK,strong,74.8,13
Control,male,KK,strong,57.6,14
Control,male,KK,strong,62.8,15
Control,male,KK,strong,61.8,16
Control,male,KK,strong,73,17
Control,male,KK,strong,0,18
Control,male,KK,strong,0,19
Control,male,KK,strong,0,20
PGRP-LA,female,KK,strong,28.9,1
PGRP-LA,female,KK,strong,66.5,2
PGRP-LA,female,KK,strong,50.4,3
PGRP-LA,female,KK,strong,84,4
PGRP-LA,female,KK,strong,58.7,5
PGRP-LA,female,KK,strong,87.6,6
PGRP-LA,female,KK,strong,94.9,7
PGRP-LA,female,KK,strong,46.7,8
PGRP-LA,female,KK,strong,128.6,9
PGRP-LA,female,KK,strong,76.2,10
PGRP-LA,female,KK,strong,54,11
PGRP-LA,female,KK,strong,68.1,12
PGRP-LA,female,KK,strong,67.5,13
PGRP-LA,female,KK,strong,59.6,14
PGRP-LA,female,KK,strong,48.5,15
PGRP-LA,female,KK,strong,56.8,16
PGRP-LA,female,KK,strong,81.4,17
PGRP-LA,female,KK,strong,57.4,18
PGRP-LA,female,KK,strong,83.7,19
PGRP-LA,female,KK,strong,69.1,20
PGRP-LA,male,KK,strong,46.5,1
PGRP-LA,male,KK,strong,28.2,2
PGRP-LA,male,KK,strong,51.6,3
PGRP-LA,male,KK,strong,61.6,4
PGRP-LA,male,KK,strong,75,5
PGRP-LA,male,KK,strong,80.8,6
PGRP-LA,male,KK,strong,86,7
PGRP-LA,male,KK,strong,51.4,8
PGRP-LA,male,KK,strong,56.3,9
PGRP-LA,male,KK,strong,117.2,10
PGRP-LA,male,KK,strong,46.9,11
PGRP-LA,male,KK,strong,18.9,12
PGRP-LA,male,KK,strong,18.3,13
PGRP-LA,male,KK,strong,70.9,14
PGRP-LA,male,KK,strong,71.7,15
PGRP-LA,male,KK,strong,72.3,16
PGRP-LA,male,KK,strong,72.7,17
PGRP-LA,male,KK,strong,60.9,18
PGRP-LA,male,KK,strong,88.3,19
PGRP-LA,male,KK,strong,54.2,20
Smg5,male,KK,strong,11.9,1
Smg5,male,KK,strong,15.2,2
Smg5,male,KK,strong,43.4,3
Smg5,male,KK,strong,50.9,4
Smg5,male,KK,strong,52.1,5
Smg5,male,KK,strong,58.8,6
Smg5,male,KK,strong,1.4,7
Smg5,male,KK,strong,56.2,8
Smg5,male,KK,strong,11.5,9
Smg5,male,KK,strong,155,10
Smg5,male,KK,strong,67.5,11
Smg5,male,KK,strong,61,12
Smg5,male,KK,strong,53.5,13
Smg5,male,KK,strong,55.3,14
Smg5,male,KK,strong,59,15
Smg5,male,KK,strong,49.9,16
Smg5,male,KK,strong,22.8,17
Smg5,male,KK,strong,25.9,18
Smg5,male,KK,strong,35.4,19
Smg5,male,KK,strong,45.9,20
Smg5,male,KK,strong,58.9,21
Smg5,female,KK,strong,98,1
Smg5,female,KK,strong,49.6,2
Smg5,female,KK,strong,49.6,3
Smg5,female,KK,strong,71.8,4
Smg5,female,KK,strong,7.8,5
Smg5,female,KK,strong,62.6,6
Smg5,female,KK,strong,32.8,7
Smg5,female,KK,strong,37.8,8
Smg5,female,KK,strong,19.5,9
Smg5,female,KK,strong,47.4,10
Smg5,female,KK,strong,42.4,11
Smg5,female,KK,strong,29.5,12
Smg5,female,KK,strong,52.9,13
Smg5,female,KK,strong,116,14
Smg5,female,KK,strong,33.5,15
Smg5,female,KK,strong,51.4,16
Smg5,female,KK,strong,19,17
Smg5,female,KK,strong,30.9,18
Smg5,female,KK,strong,21.1,19
Smg5,female,KK,strong,68.7,20
Lrch,male,KK,strong,104.3,1
Lrch,male,KK,strong,25,2
Lrch,male,KK,strong,57.7,3
Lrch,male,KK,strong,57.4,4
Lrch,male,KK,strong,56.1,5
Lrch,male,KK,strong,28.7,6
Lrch,male,KK,strong,28.2,7
Lrch,male,KK,strong,22.2,8
Lrch,male,KK,strong,35.5,9
Lrch,male,KK,strong,77.1,10
Lrch,male,KK,strong,20.6,11
Lrch,male,KK,strong,53.6,12
Lrch,male,KK,strong,59.6,13
Lrch,male,KK,strong,73,14
Lrch,male,KK,strong,87.1,15
Lrch,male,KK,strong,29.2,16
Lrch,male,KK,strong,47.9,17
Lrch,male,KK,strong,37.8,18
Lrch,male,KK,strong,73.1,19
Lrch,male,KK,strong,0,20
SdhA,male,KK,strong,86.9,1
SdhA,male,KK,strong,5.8,2
SdhA,male,KK,strong,36.1,3
SdhA,male,KK,strong,57.3,4
SdhA,male,KK,strong,13.6,5
SdhA,male,KK,strong,82.1,6
SdhA,male,KK,strong,25.3,7
SdhA,male,KK,strong,55.1,8
SdhA,male,KK,strong,33.3,9
SdhA,male,KK,strong,49.9,10
SdhA,male,KK,strong,44.7,11
SdhA,male,KK,strong,88,12
SdhA,male,KK,strong,46.8,13
SdhA,male,KK,strong,38.9,14
SdhA,male,KK,strong,22.3,15
SdhA,male,KK,strong,5.9,16
SdhA,male,KK,strong,20.7,17
SdhA,male,KK,strong,87.8,18
SdhA,male,KK,strong,48.8,19
SdhA,male,KK,strong,0,20
SdhA,female,KK,strong,22.3,1
SdhA,female,KK,strong,22.6,2
SdhA,female,KK,strong,71.3,3
SdhA,female,KK,strong,32.1,4
SdhA,female,KK,strong,57.6,5
SdhA,female,KK,strong,66.9,6
SdhA,female,KK,strong,7.8,7
SdhA,female,KK,strong,62.6,8
SdhA,female,KK,strong,32.8,9
SdhA,female,KK,strong,37.8,10
SdhA,female,KK,strong,19.5,11
SdhA,female,KK,strong,47.4,12
SdhA,female,KK,strong,42.4,13
SdhA,female,KK,strong,29.5,14
SdhA,female,KK,strong,52.9,15
SdhA,female,KK,strong,116,16
SdhA,female,KK,strong,33.5,17
SdhA,female,KK,strong,0,18
SdhA,female,KK,strong,0,19
SdhA,female,KK,strong,0,20
Eaat1/ CG3747,female,KK,strong,86.8,1
Eaat1/ CG3747,female,KK,strong,73.1,2
Eaat1/ CG3747,female,KK,strong,55.3,3
Eaat1/ CG3747,female,KK,strong,71.1,4
Eaat1/ CG3747,female,KK,strong,8.2,5
Eaat1/ CG3747,female,KK,strong,50.2,6
Eaat1/ CG3747,female,KK,strong,12.7,7
Eaat1/ CG3747,female,KK,strong,4.9,8
Eaat1/ CG3747,female,KK,strong,40.1,9
Eaat1/ CG3747,female,KK,strong,37.2,10
Eaat1/ CG3747,female,KK,strong,73.7,11
Eaat1/ CG3747,female,KK,strong,36,12
Eaat1/ CG3747,female,KK,strong,70.5,13
Eaat1/ CG3747,female,KK,strong,49.7,14
Eaat1/ CG3747,female,KK,strong,16.8,15
Eaat1/ CG3747,female,KK,strong,59.7,16
Eaat1/ CG3747,female,KK,strong,24.6,17
Eaat1/ CG3747,female,KK,strong,49.1,18
Eaat1/ CG3747,female,KK,strong,51.2,19
Eaat1/ CG3747,female,KK,strong,18.1,20
Eaat1/ CG3747,male,KK,strong,41.3,1
Eaat1/ CG3747,male,KK,strong,40.3,2
Eaat1/ CG3747,male,KK,strong,62.3,3
Eaat1/ CG3747,male,KK,strong,42.3,4
Eaat1/ CG3747,male,KK,strong,64.2,5
Eaat1/ CG3747,male,KK,strong,80.1,6
Eaat1/ CG3747,male,KK,strong,28.3,7
Eaat1/ CG3747,male,KK,strong,45.4,8
Eaat1/ CG3747,male,KK,strong,78.6,9
Eaat1/ CG3747,male,KK,strong,18,10
Eaat1/ CG3747,male,KK,strong,37.8,11
Eaat1/ CG3747,male,KK,strong,83.3,12
Eaat1/ CG3747,male,KK,strong,53.2,13
Eaat1/ CG3747,male,KK,strong,71.9,14
Eaat1/ CG3747,male,KK,strong,82.7,15
Eaat1/ CG3747,male,KK,strong,9.7,16
Eaat1/ CG3747,male,KK,strong,70.7,17
Eaat1/ CG3747,male,KK,strong,5,18
Eaat1/ CG3747,male,KK,strong,25.4,19
Eaat1/ CG3747,male,KK,strong,0.4,20
Cht6,female,KK,strong,40.6,1
Cht6,female,KK,strong,55.8,2
Cht6,female,KK,strong,3.1,3
Cht6,female,KK,strong,7.9,4
Cht6,female,KK,strong,14,5
Cht6,female,KK,strong,15.2,6
Cht6,female,KK,strong,5.4,7
Cht6,female,KK,strong,63.5,8
Cht6,female,KK,strong,42.9,9
Cht6,female,KK,strong,30.4,10
Cht6,female,KK,strong,38,11
Cht6,female,KK,strong,81.8,12
Cht6,female,KK,strong,46.4,13
Cht6,female,KK,strong,23.5,14
Cht6,female,KK,strong,26.1,15
Cht6,female,KK,strong,18.8,16
Cht6,female,KK,strong,61.1,17
Cht6,female,KK,strong,0,18
Cht6,female,KK,strong,0,19
Cht6,female,KK,strong,0,20
Cht6,male,KK,strong,33.4,1
Cht6,male,KK,strong,24.5,2
Cht6,male,KK,strong,29.2,3
Cht6,male,KK,strong,43.9,4
Cht6,male,KK,strong,26,5
Cht6,male,KK,strong,24.2,6
Cht6,male,KK,strong,24.1,7
Cht6,male,KK,strong,46.6,8
Cht6,male,KK,strong,8,9
Cht6,male,KK,strong,40.9,10
Cht6,male,KK,strong,70,11
Cht6,male,KK,strong,81.8,12
Cht6,male,KK,strong,46.4,13
Cht6,male,KK,strong,23.5,14
Cht6,male,KK,strong,26.1,15
Cht6,male,KK,strong,18.8,16
Cht6,male,KK,strong,61.1,17
Cht6,male,KK,strong,0,18
Cht6,male,KK,strong,0,19
Cht6,male,KK,strong,0,20
CG6767,female,KK,strong,28.6,1
CG6767,female,KK,strong,56.5,2
CG6767,female,KK,strong,6.9,3
CG6767,female,KK,strong,77.7,4
CG6767,female,KK,strong,32.1,5
CG6767,female,KK,strong,37.2,6
CG6767,female,KK,strong,67.5,7
CG6767,female,KK,strong,17.4,8
CG6767,female,KK,strong,0,9
CG6767,female,KK,strong,0,10
CG6767,female,KK,strong,0,11
CG6767,female,KK,strong,0,12
CG6767,female,KK,strong,0,13
CG6767,female,KK,strong,0,14
CG6767,female,KK,strong,0,15
CG6767,male,KK,strong,74,1
CG6767,male,KK,strong,11.3,2
CG6767,male,KK,strong,66.5,3
CG6767,male,KK,strong,9.2,4
CG6767,male,KK,strong,48.6,5
CG6767,male,KK,strong,45.3,6
CG6767,male,KK,strong,114.5,7
CG6767,male,KK,strong,24.8,8
CG6767,male,KK,strong,77.3,9
CG6767,male,KK,strong,54,10
CG6767,male,KK,strong,22.7,11
CG6767,male,KK,strong,20.9,12
CG6767,male,KK,strong,16.1,13
CG6767,male,KK,strong,10.7,14
CG6767,male,KK,strong,11.4,15
CG6767,male,KK,strong,0,16
CG6767,male,KK,strong,0,17
CG6767,male,KK,strong,0,18
CG6767,male,KK,strong,0,19
for,female,KK,strong,63.8,1
for,female,KK,strong,74.3,2
for,female,KK,strong,63.4,3
for,female,KK,strong,68.1,4
for,female,KK,strong,69.3,5
for,female,KK,strong,58.5,6
for,female,KK,strong,4.5,7
for,female,KK,strong,23.6,8
for,female,KK,strong,6,9
for,female,KK,strong,82.4,10
for,female,KK,strong,12.3,11
for,female,KK,strong,93.9,12
for,female,KK,strong,39.5,13
for,female,KK,strong,68,14
for,female,KK,strong,0,15
for,female,KK,strong,0,16
for,female,KK,strong,0,17
for,female,KK,strong,0,18
for,female,KK,strong,0,19
for,female,KK,strong,0,20
Ptp99A,female,KK,strong,52,1
Ptp99A,female,KK,strong,37.3,2
Ptp99A,female,KK,strong,44.7,3
Ptp99A,female,KK,strong,23.7,4
Ptp99A,female,KK,strong,57,5
Ptp99A,female,KK,strong,7.8,6
Ptp99A,female,KK,strong,48.9,7
Ptp99A,female,KK,strong,120.9,8
Ptp99A,female,KK,strong,74.1,9
Ptp99A,female,KK,strong,34.6,10
Ptp99A,female,KK,strong,82.8,11
Ptp99A,female,KK,strong,53,12
Ptp99A,female,KK,strong,36.5,13
Ptp99A,female,KK,strong,114.7,14
Ptp99A,female,KK,strong,92.1,15
Ptp99A,female,KK,strong,5.9,16
Ptp99A,female,KK,strong,122,17
Ptp99A,female,KK,strong,0,18
Ptp99A,female,KK,strong,0,19
Ptp99A,female,KK,strong,0,20
Ptp99A,female,KK,strong,0,21
Ptp99A,female,KK,strong,0,22
Ptp99A,male,KK,strong,69.1,1
Ptp99A,male,KK,strong,30.3,2
Ptp99A,male,KK,strong,48.5,3
Ptp99A,male,KK,strong,59.2,4
Ptp99A,male,KK,strong,59.4,5
Ptp99A,male,KK,strong,106.1,6
Ptp99A,male,KK,strong,55.7,7
Ptp99A,male,KK,strong,6.2,8
Ptp99A,male,KK,strong,5.1,9
Ptp99A,male,KK,strong,54,10
Ptp99A,male,KK,strong,29.3,11
Ptp99A,male,KK,strong,79.1,12
Ptp99A,male,KK,strong,25.2,13
Ptp99A,male,KK,strong,37.6,14
Ptp99A,male,KK,strong,73.6,15
Ptp99A,male,KK,strong,22.3,16
Ptp99A,male,KK,strong,4.6,17
Ptp99A,male,KK,strong,38.8,18
Ptp99A,male,KK,strong,80.1,19
Ptp99A,male,KK,strong,77.6,20
CG17839,female,KK,strong,4.2,1
CG17839,female,KK,strong,67,2
CG17839,female,KK,strong,77.8,3
CG17839,female,KK,strong,3.2,4
CG17839,female,KK,strong,84.8,5
CG17839,female,KK,strong,65.1,6
CG17839,female,KK,strong,78.6,7
CG17839,female,KK,strong,31.9,8
CG17839,female,KK,strong,4.7,9
CG17839,female,KK,strong,126.6,10
CG17839,female,KK,strong,49.6,11
CG17839,female,KK,strong,47,12
CG17839,female,KK,strong,77.9,13
CG17839,female,KK,strong,44.9,14
CG17839,female,KK,strong,137.6,15
CG17839,female,KK,strong,33.9,16
CG17839,female,KK,strong,0,17
CG17839,female,KK,strong,0,18
CG17839,female,KK,strong,0,19
CG17839,female,KK,strong,0,20
CG17839,male,KK,strong,32.6,1
CG17839,male,KK,strong,48.9,2
CG17839,male,KK,strong,63.6,3
CG17839,male,KK,strong,27.5,4
CG17839,male,KK,strong,17,5
CG17839,male,KK,strong,39.1,6
CG17839,male,KK,strong,2.4,7
CG17839,male,KK,strong,50.7,8
CG17839,male,KK,strong,43.8,9
CG17839,male,KK,strong,26.6,10
CG17839,male,KK,strong,15.8,11
CG17839,male,KK,strong,11.2,12
CG17839,male,KK,strong,30.2,13
CG17839,male,KK,strong,77.4,14
CG17839,male,KK,strong,7,15
CG17839,male,KK,strong,30.5,16
CG17839,male,KK,strong,0,17
CG17839,male,KK,strong,0,18
CG17839,male,KK,strong,0,19
CG17839,male,KK,strong,0,20
kirre,male,KK,strong,41.8,1
kirre,male,KK,strong,96.8,2
kirre,male,KK,strong,80.5,3
kirre,male,KK,strong,40.6,4
kirre,male,KK,strong,48.3,5
kirre,male,KK,strong,76.8,6
kirre,male,KK,strong,81.4,7
kirre,male,KK,strong,45,8
kirre,male,KK,strong,98.5,9
kirre,male,KK,strong,31.3,10
kirre,male,KK,strong,96.7,11
kirre,male,KK,strong,47,12
kirre,male,KK,strong,41.6,13
kirre,male,KK,strong,58.7,14
kirre,male,KK,strong,105.6,15
kirre,male,KK,strong,56.8,16
kirre,male,KK,strong,80.9,17
kirre,male,KK,strong,57.8,18
kirre,male,KK,strong,54.9,19
kirre,male,KK,strong,72.7,20
Gdh,female,KK,strong,16.9,1
Gdh,female,KK,strong,35.7,2
Gdh,female,KK,strong,18.9,3
Gdh,female,KK,strong,9.9,4
Gdh,female,KK,strong,0,5
Gdh,female,KK,strong,0,6
Gdh,female,KK,strong,0,7
Gdh,female,KK,strong,0,8
Gdh,female,KK,strong,0,9
Gdh,female,KK,strong,0,10
Gdh,female,KK,strong,0,11
Gdh,female,KK,strong,0,12
Gdh,female,KK,strong,0,13
Gdh,female,KK,strong,0,14
Gdh,female,KK,strong,0,15
Gdh,female,KK,strong,0,16
Gdh,female,KK,strong,0,17
Gdh,male,KK,strong,11.8,1
Gdh,male,KK,strong,52.5,2
Gdh,male,KK,strong,23.1,3
Gdh,male,KK,strong,6.3,4
Gdh,male,KK,strong,0,5
Gdh,male,KK,strong,0,6
Gdh,male,KK,strong,0,7
Gdh,male,KK,strong,0,8
Gdh,male,KK,strong,0,9
Gdh,male,KK,strong,0,10
Gdh,male,KK,strong,0,11
Gdh,male,KK,strong,0,12
scat,male,KK,strong,18.3,1
scat,male,KK,strong,30.8,2
scat,male,KK,strong,42.7,3
scat,male,KK,strong,45.5,4
scat,male,KK,strong,8,5
scat,male,KK,strong,85.8,6
scat,male,KK,strong,66.2,7
scat,male,KK,strong,56.3,8
scat,male,KK,strong,23.9,9
scat,male,KK,strong,52,10
scat,male,KK,strong,33.2,11
scat,male,KK,strong,11,12
scat,male,KK,strong,22.7,13
scat,male,KK,strong,29.3,14
scat,male,KK,strong,0,15
scat,male,KK,strong,0,16
scat,male,KK,strong,0,17
scat,male,KK,strong,0,18
scat,male,KK,strong,0,19
scat,male,KK,strong,0,20
scat,female,KK,strong,3.3,1
scat,female,KK,strong,84.3,2
scat,female,KK,strong,8.1,3
scat,female,KK,strong,32.3,4
scat,female,KK,strong,22.1,5
scat,female,KK,strong,54.4,6
scat,female,KK,strong,25,7
scat,female,KK,strong,23.5,8
scat,female,KK,strong,31.1,9
scat,female,KK,strong,17.7,10
scat,female,KK,strong,5.4,11
scat,female,KK,strong,63.4,12
scat,female,KK,strong,44.1,13
scat,female,KK,strong,7,14
scat,female,KK,strong,47.7,15
scat,female,KK,strong,91.2,16
scat,female,KK,strong,7.6,17
scat,female,KK,strong,88.9,18
scat,female,KK,strong,0,19
scat,female,KK,strong,0,20
CCKLR-17D3,female,KK,strong,12.3,1
CCKLR-17D3,female,KK,strong,101.8,2
CCKLR-17D3,female,KK,strong,39.3,3
CCKLR-17D3,female,KK,strong,47.1,4
CCKLR-17D3,female,KK,strong,119.4,5
CCKLR-17D3,female,KK,strong,68.8,6
CCKLR-17D3,female,KK,strong,64.6,7
CCKLR-17D3,female,KK,strong,34.7,8
CCKLR-17D3,female,KK,strong,76.1,9
CCKLR-17D3,female,KK,strong,42.9,10
CCKLR-17D3,female,KK,strong,6,11
CCKLR-17D3,female,KK,strong,127.7,12
CCKLR-17D3,female,KK,strong,14.8,13
CCKLR-17D3,female,KK,strong,46.6,14
CCKLR-17D3,female,KK,strong,11.9,15
CCKLR-17D3,female,KK,strong,107.1,16
CCKLR-17D3,female,KK,strong,39.5,17
CCKLR-17D3,female,KK,strong,2,18
CCKLR-17D3,female,KK,strong,26.5,19
CCKLR-17D3,female,KK,strong,0,20
CCKLR-17D3,male,KK,strong,51.7,1
CCKLR-17D3,male,KK,strong,83.4,2
CCKLR-17D3,male,KK,strong,48.4,3
CCKLR-17D3,male,KK,strong,81.9,4
CCKLR-17D3,male,KK,strong,65.5,5
CCKLR-17D3,male,KK,strong,61.7,6
CCKLR-17D3,male,KK,strong,81.2,7
CCKLR-17D3,male,KK,strong,85,8
CCKLR-17D3,male,KK,strong,27.4,9
CCKLR-17D3,male,KK,strong,48.3,10
CCKLR-17D3,male,KK,strong,60.4,11
CCKLR-17D3,male,KK,strong,49.9,12
CCKLR-17D3,male,KK,strong,89.7,13
CCKLR-17D3,male,KK,strong,101.5,14
CCKLR-17D3,male,KK,strong,64.6,15
CCKLR-17D3,male,KK,strong,39.2,16
CCKLR-17D3,male,KK,strong,25.2,17
CCKLR-17D3,male,KK,strong,46.8,18
CCKLR-17D3,male,KK,strong,68.7,19
CCKLR-17D3,male,KK,strong,0,20
pnt,female,KK,strong,66.3,1
pnt,female,KK,strong,33.7,2
pnt,female,KK,strong,7.6,3
pnt,female,KK,strong,85.8,4
pnt,female,KK,strong,2.7,5
pnt,female,KK,strong,26.5,6
pnt,female,KK,strong,0,7
pnt,female,KK,strong,0,8
pnt,female,KK,strong,0,9
pnt,female,KK,strong,0,10
pnt,female,KK,strong,0,11
pnt,female,KK,strong,0,12
pnt,female,KK,strong,0,13
pnt,female,KK,strong,0,14
pnt,female,KK,strong,0,15
pnt,female,KK,strong,0,16
pnt,female,KK,strong,0,17